artist_name,track_name,release_date,genre,lyrics
Marvin Gaye,Ain't No Mountain High Enough,1967,soul,"Listen, baby [Verse 1: Marvin Gaye, Tammi Terrell & Both] Ain't no mountain high, ain't no valley low Ain't no river wide enough, baby If you need me, call me, no matter where you are No matter how far, don't worry, baby Just call my name, I'll be there in a hurry You don't have to worry, 'cause, baby, there [Chorus: Marvin Gaye & Tammi Terrell] Ain't no mountain high enough Ain't no valley low enough Ain't no river wide enough To keep me from gettin' to you, baby [Verse 2: Marvin Gaye, Marvin Gaye & Tammi Terrell] Remember the day I set you free I told you you could always count on me, darlin' From that day on, I made a vow I'll be there when you want me, someway, somehow Oh, baby, there [Chorus: Marvin Gaye & Tammi Terrell] Ain't no mountain high enough Ain't no valley low enough Ain't no river wide enough To keep me from gettin' to you, babe [Bridge: Marvin Gaye, Tammi Terrell & Both] Oh no, darlin' No wind, no rain Or winter's cold Can stop me, baby (No, no, baby) 'Cause you are my goal If you're ever in trouble I'll be there on the double Just send for me, oh baby, ha [Verse 3: Tammi Terrell, Marvin Gaye & Both] My love is alive (Woo), way down in my heart Although we are miles apart If you ever need a helpin' hand I'll be there on the double just as fast as I can Don't you know that there [Chorus: Marvin Gaye & Tammi Terrell, Tammi Terrell] Ain't no mountain high enough Ain't no valley low enough Ain't no river wide enough To keep me from gettin' to you, babe Don't ya know that there Ain't no mountain high enough Ain't no valley low enough Ain't no river wide enough Ain't no mountain high enough Ain't no valley low enough"
Adele,Easy On Me,2021,soul,"There ain't no gold in this river That I've been washin' my hands in forever I know there is hope in these waters But I can't bring myself to swim When I am drowning in this silence Baby, let me in [Chorus] Go easy on me, baby I was still a child Didn't get the chance to Feel the world around me I had no time to choose what I chose to do So go easy on me [Verse 2] There ain't no room for things to change When we are both so deeply stuck in our ways You can't deny how hard I've tried I changed who I was to put you both first But now I give up [Chorus] Go easy on mе, baby I was still a child Didn't get the chance to Feel thе world around me Had no time to choose what I chose to do So go easy on me [Bridge] I had good intentions And the highest hopes But I know right now It probably doesn't even show [Chorus] Go easy on me, baby I was still a child I didn't get the chance to Feel the world around me I had no time to choose what I chose to do So go easy on me"
Frank Ocean,Novacane,2011,soul,"Uh-huh Uh-huh Uh-huh Uh-huh [Verse 1] I think I started something I got what I wanted, did-didn't I? Can't feel nothing, superhuman Even when I'm fucking, Viagra popping Every single record, autotuning Zero emotion, muted emotion Pitch corrected, computed emotion, uh-huh I blame it on the model broad with the Hollywood smile, ow Stripper booty and a rack like wow Brain like Berkeley Met her at Coachella I went to see Jigga, she went to see Z-Trip, perfect I took a seat on the ice-cold lawn She handed me a ice-blue bong, whatever She said she wanna be a dentist really badly She's in school paying For tuition, doing porn in the Valley At least you working [Pre-Chorus] But, girl, I can't feel my face What are we smoking, anyway? She said, ""Don't let the high go to waste"" But can you taste, a little taste of… [Chorus] Novocaine, baby, baby Novocaine, baby, I want you Fuck me good, fuck me long, fuck me numb Love me now, when I'm gone, love me none Love me none, love me none Numb, numb, numb, numb [Verse 2] Sink full of dishes, pacing in the kitchen Cocaine for breakfast, yikes Bed full of women, flip on a tripod Little red light on shootin' I'm feelin' like Stanley Kubrick This is some visionary shit Been tryna film pleasure with my eyes wide shut But it keeps on moving I blame it on the model broad with the Hollywood smile Stripper booty with a rack like wow, how-how I'll never forget ya You put me on a feeling I never had Never had, never had (Never) And ever since, I've been tryna get it back And pick it up and put it back Now I'm something like the chemist on campus But there's no drug around Quite like what I found in you, you [Pre-Chorus] I still can't feel my face What am I smoking, anyway? (Ahh) She said, ""Don't let the high go to waste"" (Ooh) But can you taste, a little taste of… [Chorus] Novocaine, baby, baby (Ohh) Novocaine, baby, I want you Fuck me good, fuck me long, fuck me numb Love me now, when I'm gone, love me none Love me none, love me none Numb, numb, numb, numb [Bridge] Novocaine, Novocaine, Novocaine Novocaine, Novocaine (Ohh) Numb the pain, numb the pain, numb the pain Numb the pain, numb the pain (Ohh, ohh) Novocaine, Novocaine, Novocaine (Ohh) Novocaine, Novocaine (Ooh) For the pain, for the pain (Ohh, ooh-huh) Novocaine, Novocaine Ooh-huh, ooh-huh, ooh-huh Ooh-huh, ooh-huh-huh-huh-huh Ooh-huh, ooh-huh, ooh-huh Ooh-huh, ooh-huh-huh-huh-huh [Outro] Pretty girls involved with me Making pretty love to me, pretty Pity, pity All the pretty girls involved with me Making pretty love to me, pretty Pity, pity (Ooh) I can't feel a thing, I can't feel, can't feel a thing I can't feel a thing, can't feel, feel, feel, feel her I can't feel, feel her Novocaine, Novocaine, Novocaine I can't feel, feel her Novocaine for the pain, for the pain I can't, can't feel her Feel her, feel her, ohh Novocaine, Novocaine, 'caine"
"Earth, Wind & Fire",September,1978,soul,"[Verse 1] Do you remember The twenty-first night of September? Love was changin' the minds of pretenders While chasin' the clouds away Our hearts were ringin' In the key that our souls were singin' As we danced in the night, remember How the stars stole the night away, oh yeah [Chorus] Hey, hey, hey Ba-dee-ya Say, do you remember? Ba-dee-ya Dancin' in September Ba-dee-ya Never was a cloudy day [Post-Chorus] Ba-du, ba-du, ba-du, ba-du Ba-du, ba-du, ba-du, ba-du Ba-du, ba-du, ba-du-da Ba-du, yeah [Verse 2] My thoughts are with you Holdin' hands with your heart to see you Only blue talk and love, remember How we knew love was here to stay Now December Found a love we shared in September Only blue talk and love, remember True love we share today [Chorus] Hey, hey, hey (Yeah, yeah, yeah) Ba-dee-ya Say, do you remember? Ba-dee-ya (Oh) Dancin' in September Ba-dee-ya (Hey) Never was a cloudy day And we'll say ba-dee-ya (Ba-dee-ya, dee-ya) Say, do you remember? Ba-dee-ya (Ba-dee-ya, dee-ya) Dancin' in September Ba-dee-ya (Ba-dee-ya, dee-ya) Golden dreams were shiny days (Dee-ya) [Bridge] The bells was ringin', oh-oh Our souls were singin' Do you remember never a cloudy day? Yow [Chorus] And we'll say ba-dee-ya (Ba-dee-ya, dee-ya) Say, do you remember? Ba-dee-ya (Ba-dee-ya, dee-ya) Dancin' in September Ba-dee-ya (Ba-dee-ya, dee-ya) Never was a cloudy day (Dee-ya) And we'll say ba-dee-ya (Ba-dee-ya, dee-ya) Say, do you remember? Ba-dee-ya (Ba-dee-ya, dee-ya) Dancin' in September Ba-dee-ya (Ba-dee ya, dee-ya) Golden dreams were shiny days (Dee-ya) [Outro] Ba-dee-ya, dee-ya, dee-ya Ba-dee-ya, dee-ya, dee-ya Ba-dee-ya, dee-ya, dee-ya, dee-ya Ba-dee-ya, dee-ya, dee-ya Ba-dee-ya, dee-ya, dee-ya Ba-dee-ya, dee-ya, dee-ya, dee-ya"
Adele,Set Fire to the Rain,2011,soul,"I let it fall, my heart And as it fell, you rose to claim it It was dark, and I was over Until you kissed my lips and you saved me My hands, they were strong But my knees were far too weak To stand in your arms Without falling to your feet [Pre-Chorus] But there's a side to you That I never knew, never knew All the things you'd say They were never true, never true And the games you'd play You would always win, always win [Chorus] But I set fire to the rain Watched it pour as I touched your face Well, it burned while I cried 'Cause I heard it screamin' out your name Your name [Verse 2] When I lay with you I could stay there, close my eyes Feel you here forever You and me together, nothing is better [Pre-Chorus] 'Cause there's a side to you That I never knew, never knew All the things you'd say They were never true, never true And the games you'd play You would always win, always win [Chorus] But I set fire to the rain Watched it pour as I touched your face Well, it burned while I cried 'Cause I heard it screamin' out your name Your name I set fire to the rain And I threw us into the flames When we fell, somethin' died 'Cause I knew that that was the last time The last time [Bridge] Sometimes, I wake up by the door That heart you caught must be waitin' for you Even now, when we're already over I can't help myself from lookin' for you [Chorus] I set fire to the rain Watched it pour as I touched your face Well, it burned while I cried 'Cause I heard it screamin' out your name Your name I set fire to the rain And I threw us into the flames When we fell, somethin' died 'Cause I knew that that was the last time The last time [Outro] Oh Oh, no Let it burn Oh Let it burn Let it burn"
Bill Withers,Lovely Day,1977,soul,"[Verse 1] When I wake up in the mornin', love And the sunlight hurts my eyes And somethin' without warnin', love Bears heavy on my mind [Chorus] Then I look at you And the world's all right with me Just one look at you And I know it's gonna be [Post-Chorus] A lovely day (Lovely day, lovely day, lovely day, lovely day) (Lovely day, lovely day, lovely day, lovely day) A lovely day (Lovely day, lovely day, lovely day, lovely day) (Lovely day, lovely day, lovely day, lovely day) [Verse 2] When the day that lies ahead of me Seemed impossible to face When someone else instead of me Always seems to know the way [Chorus] Then I look at you And the world's all right with me Just one look at you And I know it's gonna be [Post-Chorus] A lovely day (Lovely day, lovely day, lovely day, lovely day) (Lovely day, lovely day, lovely day, lovely day) A lovely day (Lovely day, lovely day, lovely day, lovely day) (Lovely day, lovely day, lovely day, lovely day) [Verse 3] When the day that lies ahead of me Seemed impossible to face And when someone else instead of me Always seems to know the way [Chorus] Then I look at you And the world's all right with me Just one look at you And I know it's gonna be [Post-Chorus/Outro] A lovely day (Lovely day, lovely day, lovely day, lovely day) (Lovely day, lovely day, lovely day, lovely day) A lovely day (Lovely day, lovely day, lovely day, lovely day) (Lovely day, lovely day, lovely day, lovely day) (Lovely day, lovely day, lovely day, lovely day) (Lovely day, lovely day, lovely day, lovely day) A lovely day (Lovely day, lovely day, lovely day, lovely day) (Lovely day, lovely day, lovely day, lovely day) A lovely day (Lovely day, lovely day, lovely day, lovely day) (Lovely day, lovely day, lovely day, lovely day) A lovely day (Lovely day, lovely day, lovely day, lovely day) (Lovely day, lovely day, lovely day, lovely day) A lovely day (Lovely day, lovely day, lovely day, lovely day) (Lovely day, lovely day, lovely day, lovely day) (Lovely day, lovely day, lovely day, lovely day) (Lovely day, lovely day)"
Alicia Keys,If I Ain't Got You,2003,soul,"[Intro] Mm-mm Mm-mm, oh Mm-mm [Verse 1] Some people live for the fortune Some people live just for the fame Some people live for the power, yeah Some people live just to play the game [Pre-Chorus] Some people think that the physical things Define what's within And I've been there before, but that life's a bore So full of the superficial [Chorus] Some people want it all But I don't want nothin' at all If it ain't you, baby If I ain't got you, baby Some people want diamond rings Some just want everything But everything means nothin' If I ain't got you, yeah [Verse 2] Some people search for a fountain That promises forever young (Ya know) Some people need three dozen roses And that's the only way to prove you love them [Pre-Chorus] Hand me the world on a silver platter And what good would it be? With no one to share With no one who truly cares for me [Chorus] Some people want it all But I don't want nothin' at all If it ain't you, baby If I ain't got you, baby Some people want diamond rings Some just want everything But everything means nothin' If I ain't got you, you, you Some people want it all But I don't want nothin' at all If it ain't you, baby If I ain't got you, baby Some people want diamond rings Some just want everything But everything means nothin' If I ain't got you, yeah [Outro] If I ain't got you with me, baby Oh, ooh Said nothin' in this whole wide world don't mean a thing If I ain't got you with me, baby"
Adele,Someone Like You,2011,soul,"I heard that you're settled down That you found a girl and you're married now I heard that your dreams came true Guess she gave you things I didn't give to you Old friend, why are you so shy? Ain't like you to hold back or hide from the light [Pre-Chorus] I hate to turn up out of the blue, uninvited But I couldn't stay away, I couldn't fight it I had hoped you'd see my face And that you'd be reminded that for me, it isn't over [Chorus] Never mind, I'll find someone like you I wish nothing but the best for you, too Don't forget me, I beg I remember you said Sometimes it lasts in love, but sometimes it hurts instead Sometimes it lasts in love, but sometimes it hurts instead [Verse 2] You know how the time flies Only yesterday was the time of our lives We were born and raised in a summer haze Bound by the surprise of our glory days [Pre-Chorus] I hate to turn up out of the blue, uninvited But I couldn't stay away, I couldn't fight it I had hoped you'd see my face And that you'd be reminded that for me, it isn't over [Chorus] Never mind, I'll find someone like you I wish nothing but the best for you, too Don't forget me, I beg I remember you said Sometimes it lasts in love, but sometimes it hurts instead [Bridge] Nothing compares, no worries or cares Regrets and mistakes, they're memories made Who would have known how bittersweet this would taste? [Chorus] Never mind, I'll find someone like you I wish nothing but the best for you Don't forget me, I beg I remember you said Sometimes it lasts in love, but sometimes it hurts instead Never mind, I'll find someone like you I wish nothing but the best for you, too Don't forget me, I beg I remember you said Sometimes it lasts in love, but sometimes it hurts instead Sometimes it lasts in love, but sometimes it hurts instead"
Jungle,Back On 74,2023,soul,"You keep me walking on the same line When we get high on my break time And we're just watching from the same town But that don't change when it break down Then we were talking 'bout the same crime No, it don't hurt when it rains now Learnt my lesson at the same time Ooh-ooh-ooh-ooh, where did it [Chorus: Lydia Kitto & Jungle] Go? Back on 74 (When I noticed you) Call this place my home (Ooh, ooh) Never gonna cry anymore Where did it all— [Post-Chorus: Lydia Kitto & Jungle] (Ooh, oh, oh-oh) (Ooh, oh, oh-oh) (Ooh, oh, oh-oh) (Ooh, oh, oh-oh) [Verse: Lydia Kitto] You keep me walking on the same line When we get high on my break time And we're just watching from the same town But that don't change when it break down Then we were talking 'bout the same crime No, it don't hurt when it rains now I learnt my lesson at the same time Ooh-ooh-ooh-ooh, where did it [Chorus: Lydia Kitto & Jungle] Go? Back on 74 (When I noticed you) Call this place my home (Ooh, ooh) Never gonna cry anymore Where did it all [Refrain: Lydia Kitto & Jungle] Go, let it go Let it go, ooh Let it go, let it go Let it go, ooh [Chorus: Lydia Kitto & Jungle] Go, back on 74 (When I noticed you) Call this place my home (Ooh, ooh) Never gonna cry anymore Where did it all [Refrain: Lydia Kitto & Jungle] Go, let it go Let it go, ooh Let it go, let it go Let it go Where did it all [Chorus: Lydia Kitto & Jungle] Go? Back on 74 (When I noticed you) Call this place my home (Ooh, ooh) Never gonna cry anymore Where did it all Go? Back on 74 (Go, let it go, let it go, ooh) Call this place my home (Let it go, let it go) Never gonna cry anymore (Let it go, ooh) Where did it all [Bridge: Lydia Kitto] Go? Back on 74 Call this place my home Never gonna cry anymore Where did it all— [Non-Lyrical Outro]"
Bill Withers,Ain't No Sunshine,1971,soul,"Ain't no sunshine when she's gone It's not warm when she's away Ain't no sunshine when she's gone And she's always gone too long Anytime she goes away [Verse 2] Wonder this time where she's gone Wonder if she's gonna stay Ain't no sunshine when she's gone And this house just ain't no home Anytime she goes away [Bridge] And I know, I know, I know, I know I know, I know, I know, I know I know, I know, I know, I know I know, I know, I know, I know I know, I know, I know, I know I know, I know, I know, I know I know, I know Hey, I ought to leave the young thing alone But ain't no sunshine when she's gone [Verse 3] Ain't no sunshine when she's gone Only darkness everyday Ain't no sunshine when she's gone And this house just ain't no home Anytime she goes away [Outro] Anytime she goes away Anytime she goes away Anytime she goes away"
The Temptations,My Girl,1965,soul,"[Verse 1] I've got sunshine on a cloudy day When it's cold outside, I've got the month of May I guess you'd say What can make me feel this way? [Chorus] My girl, my girl, my girl Talkin' 'bout my girl, my girl [Verse 2] I've got so much honey, the bees envy me I've got a sweeter song than the birds in the trees Well, I guess you'd say What can make me feel this way? [Chorus] My girl, my girl, my girl Talkin' 'bout my girl, my girl [Bridge] Ooh, ooh Hey, hey, hey Ooh, ooh Hey, hey, hey Ooh, ooh, yeah [Verse 3] I don't need no money, fortune, or fame I've got all the riches, baby, one man can claim Well, I guess you'd say What can make me feel this way? [Chorus] My girl, my girl, my girl Talkin' 'bout my girl, my girl (Talkin' 'bout my girl) [Outro] I've got sunshine on a cloudy day (Woah, woah) With my girl I've even got the month of May With my girl Talkin' 'bout, talkin 'bout, talkin 'bout my girl Ooh, my girl That's all I can talk about is my girl Why don't you believe she's all my girl"
Blood Orange,Champagne Coast,2011,soul,"Finishing eight or nine? Tell me, what's the perfect time? Told you I'll be waiting Hiding from the rainfall [Refrain] Come into my bedroom Come into my bedroom Come into my bedroom Come into my bedroom [Verse 2] Tell me, what's the joy of giving if you're never pleased? On my last strength against all that you believed [Refrain] Come into my bedroom Come into my bedroom Come into my bedroom Come into my bedroom [Verse 3] Young as I want to know I'll never let you go Trading a baseball lover as I face the snow [Refrain] Come into my bedroom Come into my bedroom Come into my bedroom Come into my bedroom [Breakdown] Finishing eight or nine? Tell me, what's the perfect time? I told you I'll be waiting Hiding from the rainfall Tell me, what's the joy of giving if you're never pleased? On my last strength against you Baby, tell me what you need Young as I want to know I will never let you go Trading a baseball lover as I face the snow So, tell me, what's the joy of giving if you're never pleased? On my last strength against you Baby, tell me what you need [Outro] Finishing eight or nine? Tell me, what's the perfect time? I told you I'll be waiting Hiding from the rainfall So, tell me, what's the joy of giving if you're never pleased? On my last strength against you Baby, tell me what you need Young as I want to know I will never let you go Trading a baseball lover as I face the snow So, tell me, what's the joy of giving if you're never pleased? On my last strength against you Baby, tell me what you need Finishing eight or nine? (Young as I want to know, I will never let you go) Tell me, what's the perfect time? I told you I'll be waiting Hiding from the rainfall So, tell me, what's the joy of giving if you're never pleased? (Trading a baseball lover as I face the snow) On my last strength against you Baby, tell me what you need Young as I want to know I will never let you go Trading a baseball lover as I face the snow So, tell me, what's the joy of giving if you're never pleased? On my last strength against you Baby, tell me what you need"
Adele,Rolling in the Deep,2011,soul,"[Verse 1] There's a fire starting in my heart Reaching a fever pitch and it's bringing me out the dark Finally, I can see you crystal clear Go ahead and sell me out and I'll lay your shit bare See how I'll leave with every piece of you Don't underestimate the things that I will do There's a fire starting in my heart Reaching a fever pitch and it's bringing me out the dark [Pre-Chorus] The scars of your love remind me of us They keep me thinkin' that we almost had it all The scars of your love, they leave me breathless I can't help feeling [Chorus] We could've had it all (You're gonna wish you never had met me) Rolling in the deep (Tears are gonna fall, rolling in the deep) You had my heart inside of your hand (You're gonna wish you never had met me) And you played it to the beat (Tears are gonna fall, rolling in the deep) [Verse 2] Baby, I have no story to be told But I've heard one on you, now I'm gonna make your head burn Think of me in the depths of your despair Make a home down there, as mine sure won't be shared [Pre-Chorus] (You're gonna wish you never had met me) The scars of your love remind me of us (Tears are gonna fall, rolling in the deep) They keep me thinkin' that we almost had it all (You're gonna wish you never had met me) The scars of your love, they leave me breathless (Tears are gonna fall, rolling in the deep) I can't help feeling [Chorus] We could've had it all (You're gonna wish you never had met me) Rolling in the deep (Tears are gonna fall, rolling in the deep) You had my heart inside of your hand (You're gonna wish you never had met me) And you played it to the beat (Tears are gonna fall, rolling in the deep) Could've had it all Rolling in the deep You had my heart inside of your hand But you played it with a beating [Bridge] Throw your soul through every open door (Ooh woah, oh) Count your blessings to find what you look for (Woah) Turn my sorrow into treasured gold (Ooh woah, oh) You'll pay me back in kind and reap just what you've sown [Breakdown] (You're gonna wish you never had met me) We could've had it all (Tears are gonna fall, rolling in the deep) We could've had it all, yeah (You're gonna wish you never had met me) It all, it all, it all (Tears are gonna fall, rolling in the deep) [Chorus] We could've had it all (You're gonna wish you never had met me) Rolling in the deep (Tears are gonna fall, rolling in the deep) You had my heart inside of your hand (You're gonna wish you never had met me) And you played it to the beat (Tears are gonna fall, rolling in the deep) Could've had it all (You're gonna wish you never had met me) Rolling in the deep (Tears are gonna fall, rolling in the deep) You had my heart inside of your hand (You're gonna wish you never had met me) But you played it, you played it, you played it You played it to the beat"
Frank Ocean,Nights,2016,soul,"[Verse 1] 'Round your city, 'round the clock Everybody needs you No, you can't make everybody equal Although you got beaucoup family You don't even got nobody bein' honest with you Breathe 'til I evaporated My whole body see-through Transportation, handmade (G) And I know it better than most people I don't trust 'em anyways You can't break the law with them Get some gushy, have a calm night Shooters killin' left and right Workin' through your worst night If I get my money right You know I won't need you And I tell you (Bitch) I hope the sack is full up I'm fuckin', no, I'm fucked up Spend it when I get that I ain't tryna keep you Can't keep up a conversation Can't nobody reach you Why your eyes well up? (Breathe) Did you call me from a séance? You are from my past life Hope you're doin' well, bruh (Breathe) I been out here head first Always like the head first Signal comin' in and out Hope you're doin' well, bruh Everybody needs you Everybody needs you Ooh, 'nani-'nani This feel like a Quaalude No sleep in my body Ain't no bitch in my body (Ah) [Pre-Chorus] New beginnings, ahh New beginnings, wake up, akh The sun's goin' down Time to start your day, bruh Can't keep bein' laid off Know you need the money if you gon' survive Every night shit, every day shit [Chorus] Droppin' baby off at home before my night shift You know I can't hear none of that ""spend the night"" shit That kumbaya shit Wanna see nirvana, but don't wanna die yet Wanna feel that 'na-'na, though, could you come by? Fuck wit' me after my shift Know them boys wanna see me broke down and shit Bummed out and shit, stressed out and shit That's every day shit Shut the fuck up, I don't want your conversation Rollin' marijuana, that's a cheap vacation My every day shit, every night shit Every day shit (Every night shit, night shit, night shit, night shit) [Bridge] All my night, been ready for you all my night Been waitin' on you all my night I'll buzz you in, just let me know when you're outside All my night, you been missin' all my night Still got some good nights memorized And the look back's gettin' me right [Part II] [Verse 2] Every night fucks every day up Every day patches the night up (Night, come on) On God, you should match it, it's that KO (That KO, God) No white lighters 'til I fuck my twenty-eighth up (Fire) 1998, my family had that Acura (Fire) Oh, the Legend (Fire) Kept at least six discs in the changer (Yeah-yeah) Back when Boswell and Percy had it active (Massive) Couple bishops in the city buildin' mansions (Massive) All the reverends (Massive, massive, ooh) Preachin' self-made millionaire status (Yeah, yeah) When we could only eat at Shoney's on occasion (Yeah, yeah) After 'Trina hit, I had to transfer campus (Yeah, yeah) Your apartment out in Houston's where I waited (Yeah, yeah, ooh) Stayin' with you when I didn't have a address (Ooh) Fuckin' on you when I didn't own a mattress (Fuckin') Workin' on a way to make it outta Texas Every night (Right now, right now, right now) [Chorus] Droppin' baby off at home before my night shift, yeah You know I can't hear none of that ""spend the night"" shit That kumbaya shit Want to see nirvana, but don't wanna die yet Wanna feel that 'na-'na, though, could you come by? Fuck wit' me after my shift Know them boys wanna see me broke down Bummed out, stressed out That's just every day shit Shut the fuck up, I don't want your conversation Rollin' marijuana, that's a cheap vacation (Day shit) Every day shit, every night shit (Every night shit, every day shit) Every day shit, every day shit (Every night shit, every night shit) Every day shit, every day shit (Every night shit, every night shit) Every night shit"
